Matched_RM,Crop,Year,Weighted_Avg_Yield
ARGYLE,ARGENTINE CANOLA,2018,41.83582968481962
ARGYLE,ARGENTINE CANOLA,2019,41.14503552450892
ARGYLE,ARGENTINE CANOLA,2020,43.05734997986307
ARGYLE,ARGENTINE CANOLA,2021,27.764658683138833
ARGYLE,ARGENTINE CANOLA,2022,35.769172251403724
ARGYLE,ARGENTINE CANOLA,2023,40.923456831182655
ARGYLE,BARLEY,2004,75.41045916075119
ARGYLE,BARLEY,2005,53.16690854870775
ARGYLE,BARLEY,2006,63.97648313476948
ARGYLE,BARLEY,2007,65.83605669028762
ARGYLE,BARLEY,2008,73.62011368250101
ARGYLE,BARLEY,2009,85.85300369207413
ARGYLE,BARLEY,2010,77.57454663212437
ARGYLE,BARLEY,2011,50.84183764495985
ARGYLE,BARLEY,2012,54.73222172652242
ARGYLE,BARLEY,2013,84.6996844131663
ARGYLE,BARLEY,2014,81.8702606882169
ARGYLE,BARLEY,2015,82.50582578397213
ARGYLE,BARLEY,2016,77.28096124031008
ARGYLE,BARLEY,2017,93.69757763639313
ARGYLE,BARLEY,2018,71.86351375979588
ARGYLE,BARLEY,2019,93.16533186382563
ARGYLE,BARLEY,2020,83.93715807310579
ARGYLE,BARLEY,2021,55.70008207934337
ARGYLE,BARLEY,2022,78.61698638160786
ARGYLE,BARLEY,2023,87.27960222016651
ARGYLE,FIELD PEAS,2009,58.8
ARGYLE,FIELD PEAS,2015,34.3
ARGYLE,FIELD PEAS,2016,36.8
ARGYLE,FIELD PEAS,2021,26.0
ARGYLE,FIELD PEAS,2022,55.7
ARGYLE,FIELD PEAS,2023,41.857980345645544
ARGYLE,OATS,2004,94.1
ARGYLE,OATS,2005,48.205157181015
ARGYLE,OATS,2006,71.7902646926873
ARGYLE,OATS,2007,87.19227714909668
ARGYLE,OATS,2008,88.3
ARGYLE,OATS,2009,104.6
ARGYLE,OATS,2010,111.8
ARGYLE,OATS,2011,76.2
ARGYLE,OATS,2012,77.0
ARGYLE,OATS,2013,121.298606271777
ARGYLE,OATS,2014,102.77431286053614
ARGYLE,OATS,2015,120.61493568823191
ARGYLE,OATS,2016,126.02249504950497
ARGYLE,OATS,2017,127.541893611606
ARGYLE,OATS,2018,116.35999809605408
ARGYLE,OATS,2019,116.36090820769313
ARGYLE,OATS,2020,120.6056158264199
ARGYLE,OATS,2021,70.79234572422634
ARGYLE,OATS,2022,107.88426613890613
ARGYLE,OATS,2023,99.21767763689367
ARGYLE,RED SPRING WHEAT,2004,45.269880499078
ARGYLE,RED SPRING WHEAT,2005,32.45089625300914
ARGYLE,RED SPRING WHEAT,2006,37.30128332670116
ARGYLE,RED SPRING WHEAT,2007,37.69279879171397
ARGYLE,RED SPRING WHEAT,2008,47.28844029315742
ARGYLE,RED SPRING WHEAT,2009,53.84371272562798
ARGYLE,RED SPRING WHEAT,2010,51.620865631929036
ARGYLE,RED SPRING WHEAT,2011,40.52552728218128
ARGYLE,RED SPRING WHEAT,2012,45.789838036527925
ARGYLE,RED SPRING WHEAT,2013,60.621959939743945
ARGYLE,RED SPRING WHEAT,2014,59.044336702289925
ARGYLE,RED SPRING WHEAT,2015,55.903320158102765
ARGYLE,RED SPRING WHEAT,2016,53.90254456656694
ARGYLE,RED SPRING WHEAT,2017,65.382830445234
ARGYLE,RED SPRING WHEAT,2018,61.5098838134649
ARGYLE,RED SPRING WHEAT,2019,58.06978150557971
ARGYLE,RED SPRING WHEAT,2020,58.29699371677138
ARGYLE,RED SPRING WHEAT,2021,47.22763440821356
ARGYLE,RED SPRING WHEAT,2022,59.154892482137406
ARGYLE,RED SPRING WHEAT,2023,58.74036424365804
ARMSTRONG,ARGENTINE CANOLA,2012,27.4
ARMSTRONG,ARGENTINE CANOLA,2013,37.2
ARMSTRONG,ARGENTINE CANOLA,2019,39.8
ARMSTRONG,ARGENTINE CANOLA,2020,44.0
ARMSTRONG,ARGENTINE CANOLA,2021,10.9
ARMSTRONG,BARLEY,2008,11.7
ARMSTRONG,OATS,2006,31.9
ARMSTRONG,OATS,2008,45.5
ARMSTRONG,OATS,2013,87.2
ARMSTRONG,OATS,2014,23.8
ARMSTRONG,OATS,2018,63.56528028933092
ARMSTRONG,OATS,2019,36.8
ARMSTRONG,OATS,2020,77.9
ARMSTRONG,OATS,2021,27.87263976305072
ARMSTRONG,OATS,2023,107.56304176516943
ARMSTRONG,RED SPRING WHEAT,2014,33.8
ARMSTRONG,RED SPRING WHEAT,2017,58.39999999999999
ARMSTRONG,RED SPRING WHEAT,2018,43.0
ARMSTRONG,RED SPRING WHEAT,2020,58.6
ARMSTRONG,RED SPRING WHEAT,2021,20.7
ARMSTRONG,RED SPRING WHEAT,2023,46.3
BIFROST-RIVERTON,ARGENTINE CANOLA,2004,41.8547293404094
BIFROST-RIVERTON,ARGENTINE CANOLA,2005,16.439679881802512
BIFROST-RIVERTON,ARGENTINE CANOLA,2006,36.234173254281956
BIFROST-RIVERTON,ARGENTINE CANOLA,2007,29.29453448449965
BIFROST-RIVERTON,ARGENTINE CANOLA,2008,26.76269144830866
BIFROST-RIVERTON,ARGENTINE CANOLA,2009,18.749204575335263
BIFROST-RIVERTON,ARGENTINE CANOLA,2010,9.167653404851688
BIFROST-RIVERTON,ARGENTINE CANOLA,2011,23.782285481903212
BIFROST-RIVERTON,ARGENTINE CANOLA,2012,26.79457086084225
BIFROST-RIVERTON,ARGENTINE CANOLA,2013,45.21008852712257
BIFROST-RIVERTON,ARGENTINE CANOLA,2014,28.90063868358667
BIFROST-RIVERTON,ARGENTINE CANOLA,2015,28.564366659961106
BIFROST-RIVERTON,ARGENTINE CANOLA,2016,39.81693750306839
BIFROST-RIVERTON,ARGENTINE CANOLA,2017,50.27139575226218
BIFROST-RIVERTON,ARGENTINE CANOLA,2018,38.13868454699533
BIFROST-RIVERTON,ARGENTINE CANOLA,2019,37.61886095433555
BIFROST-RIVERTON,ARGENTINE CANOLA,2020,41.19805334019381
BIFROST-RIVERTON,ARGENTINE CANOLA,2021,17.993223612622415
BIFROST-RIVERTON,ARGENTINE CANOLA,2022,23.05062909990322
BIFROST-RIVERTON,ARGENTINE CANOLA,2023,48.48788843314193
BIFROST-RIVERTON,BARLEY,2004,77.10176032498308
BIFROST-RIVERTON,BARLEY,2005,26.2305573488272
BIFROST-RIVERTON,BARLEY,2006,65.41341166231506
BIFROST-RIVERTON,BARLEY,2007,60.64950911231549
BIFROST-RIVERTON,BARLEY,2008,27.461554332874826
BIFROST-RIVERTON,BARLEY,2009,20.768261964735515
BIFROST-RIVERTON,BARLEY,2010,11.369010080124065
BIFROST-RIVERTON,BARLEY,2011,38.8
BIFROST-RIVERTON,BARLEY,2012,36.316032831737346
BIFROST-RIVERTON,BARLEY,2013,98.7539059463661
BIFROST-RIVERTON,BARLEY,2014,49.272549019607844
BIFROST-RIVERTON,BARLEY,2015,49.520839911588254
BIFROST-RIVERTON,BARLEY,2016,80.7
BIFROST-RIVERTON,BARLEY,2019,82.80059916117436
BIFROST-RIVERTON,BARLEY,2020,92.36439818054583
BIFROST-RIVERTON,BARLEY,2021,33.4299191848208
BIFROST-RIVERTON,BARLEY,2022,38.84513422818792
BIFROST-RIVERTON,BARLEY,2023,65.36302432146634
BIFROST-RIVERTON,FIELD PEAS,2004,47.39435712445246
BIFROST-RIVERTON,FIELD PEAS,2005,16.594092140921408
BIFROST-RIVERTON,FIELD PEAS,2006,24.0
BIFROST-RIVERTON,FIELD PEAS,2007,39.5
BIFROST-RIVERTON,FIELD PEAS,2008,6.2
BIFROST-RIVERTON,FIELD PEAS,2010,5.2
BIFROST-RIVERTON,FIELD PEAS,2012,44.3
BIFROST-RIVERTON,FIELD PEAS,2013,56.1
BIFROST-RIVERTON,FIELD PEAS,2014,26.94350311850312
BIFROST-RIVERTON,FIELD PEAS,2015,34.49268292682927
BIFROST-RIVERTON,FIELD PEAS,2016,40.55128205128205
BIFROST-RIVERTON,FIELD PEAS,2020,66.88832786885247
BIFROST-RIVERTON,FIELD PEAS,2021,17.999816108863552
BIFROST-RIVERTON,FIELD PEAS,2022,39.0
BIFROST-RIVERTON,OATS,2004,110.31712662337664
BIFROST-RIVERTON,OATS,2005,73.14591639871384
BIFROST-RIVERTON,OATS,2006,90.4541093117409
BIFROST-RIVERTON,OATS,2007,98.42461918484973
BIFROST-RIVERTON,OATS,2008,54.894937526928054
BIFROST-RIVERTON,OATS,2009,56.1
BIFROST-RIVERTON,OATS,2010,44.06050515027515
BIFROST-RIVERTON,OATS,2011,68.10599647266314
BIFROST-RIVERTON,OATS,2012,75.8704265873016
BIFROST-RIVERTON,OATS,2013,107.74598138747885
BIFROST-RIVERTON,OATS,2014,86.28691514670896
BIFROST-RIVERTON,OATS,2015,92.11099471407977
BIFROST-RIVERTON,OATS,2016,113.4191132156694
BIFROST-RIVERTON,OATS,2017,125.90188116844406
BIFROST-RIVERTON,OATS,2018,87.90627570001958
BIFROST-RIVERTON,OATS,2019,99.14695549583799
BIFROST-RIVERTON,OATS,2020,125.93286244385132
BIFROST-RIVERTON,OATS,2021,46.724038461538456
BIFROST-RIVERTON,OATS,2022,84.88046314799577
BIFROST-RIVERTON,OATS,2023,126.10520772381508
BIFROST-RIVERTON,RED SPRING WHEAT,2004,53.33820339347079
BIFROST-RIVERTON,RED SPRING WHEAT,2005,25.39372534958767
BIFROST-RIVERTON,RED SPRING WHEAT,2006,43.845861348007716
BIFROST-RIVERTON,RED SPRING WHEAT,2007,40.32007677763136
BIFROST-RIVERTON,RED SPRING WHEAT,2008,24.821296745087803
BIFROST-RIVERTON,RED SPRING WHEAT,2009,19.81501151067715
BIFROST-RIVERTON,RED SPRING WHEAT,2010,15.068996354799516
BIFROST-RIVERTON,RED SPRING WHEAT,2011,32.13051279715821
BIFROST-RIVERTON,RED SPRING WHEAT,2012,40.169599167100465
BIFROST-RIVERTON,RED SPRING WHEAT,2013,59.766511332344834
BIFROST-RIVERTON,RED SPRING WHEAT,2014,43.30819039241558
BIFROST-RIVERTON,RED SPRING WHEAT,2015,41.807883724069654
BIFROST-RIVERTON,RED SPRING WHEAT,2016,53.05382528786537
BIFROST-RIVERTON,RED SPRING WHEAT,2017,70.88551404793192
BIFROST-RIVERTON,RED SPRING WHEAT,2018,53.61453674769693
BIFROST-RIVERTON,RED SPRING WHEAT,2019,58.546783323090864
BIFROST-RIVERTON,RED SPRING WHEAT,2020,70.37745515627812
BIFROST-RIVERTON,RED SPRING WHEAT,2021,36.4002056541172
BIFROST-RIVERTON,RED SPRING WHEAT,2022,40.65375660105617
BIFROST-RIVERTON,RED SPRING WHEAT,2023,61.42561004214679
BOISSEVAIN-MORTON,ARGENTINE CANOLA,2004,31.527459582419368
BOISSEVAIN-MORTON,ARGENTINE CANOLA,2005,30.589917819520245
BOISSEVAIN-MORTON,ARGENTINE CANOLA,2006,38.54437821927888
BOISSEVAIN-MORTON,ARGENTINE CANOLA,2007,34.230317841734475
BOISSEVAIN-MORTON,ARGENTINE CANOLA,2008,44.88295164131702
BOISSEVAIN-MORTON,ARGENTINE CANOLA,2009,49.93903510987623
BOISSEVAIN-MORTON,ARGENTINE CANOLA,2010,37.032370797846106
BOISSEVAIN-MORTON,ARGENTINE CANOLA,2011,25.826559177888022
BOISSEVAIN-MORTON,ARGENTINE CANOLA,2012,29.612427231080087
BOISSEVAIN-MORTON,ARGENTINE CANOLA,2013,41.85001359917987
BOISSEVAIN-MORTON,ARGENTINE CANOLA,2014,37.11222083217496
BOISSEVAIN-MORTON,ARGENTINE CANOLA,2015,43.68672934032865
BOISSEVAIN-MORTON,ARGENTINE CANOLA,2016,42.99286280011767
BOISSEVAIN-MORTON,ARGENTINE CANOLA,2017,52.54184310115576
BOISSEVAIN-MORTON,ARGENTINE CANOLA,2018,49.887484630035914
BOISSEVAIN-MORTON,ARGENTINE CANOLA,2019,46.78313044665407
BOISSEVAIN-MORTON,ARGENTINE CANOLA,2020,50.54258243681595
BOISSEVAIN-MORTON,ARGENTINE CANOLA,2021,40.48951842008798
BOISSEVAIN-MORTON,ARGENTINE CANOLA,2022,44.16282544762563
BOISSEVAIN-MORTON,ARGENTINE CANOLA,2023,48.667993591045516
BOISSEVAIN-MORTON,BARLEY,2004,72.36854667772555
BOISSEVAIN-MORTON,BARLEY,2005,48.79566738006995
BOISSEVAIN-MORTON,BARLEY,2006,73.23452349698083
BOISSEVAIN-MORTON,BARLEY,2007,71.16969619823489
BOISSEVAIN-MORTON,BARLEY,2008,76.39286373165619
BOISSEVAIN-MORTON,BARLEY,2009,91.1961095672886
BOISSEVAIN-MORTON,BARLEY,2010,62.05692618806875
BOISSEVAIN-MORTON,BARLEY,2011,50.3
BOISSEVAIN-MORTON,BARLEY,2012,62.402416356877325
BOISSEVAIN-MORTON,BARLEY,2013,85.69773679798826
BOISSEVAIN-MORTON,BARLEY,2014,61.103830528148585
BOISSEVAIN-MORTON,BARLEY,2015,80.38560541913633
BOISSEVAIN-MORTON,BARLEY,2016,79.58708315745041
BOISSEVAIN-MORTON,BARLEY,2017,80.2
BOISSEVAIN-MORTON,BARLEY,2018,76.9
BOISSEVAIN-MORTON,BARLEY,2019,86.29737880496054
BOISSEVAIN-MORTON,BARLEY,2020,90.16483628922236
BOISSEVAIN-MORTON,BARLEY,2021,54.807770994885324
BOISSEVAIN-MORTON,BARLEY,2022,87.37394799054373
BOISSEVAIN-MORTON,BARLEY,2023,82.36380236305048
BOISSEVAIN-MORTON,FIELD PEAS,2004,48.066233766233765
BOISSEVAIN-MORTON,FIELD PEAS,2005,22.039255401234566
BOISSEVAIN-MORTON,FIELD PEAS,2006,50.873890638419695
BOISSEVAIN-MORTON,FIELD PEAS,2007,48.63906034991154
BOISSEVAIN-MORTON,FIELD PEAS,2008,43.916634197512366
BOISSEVAIN-MORTON,FIELD PEAS,2009,56.812395957193814
BOISSEVAIN-MORTON,FIELD PEAS,2010,40.4
BOISSEVAIN-MORTON,FIELD PEAS,2012,47.8
BOISSEVAIN-MORTON,FIELD PEAS,2013,64.4
BOISSEVAIN-MORTON,FIELD PEAS,2014,36.2
BOISSEVAIN-MORTON,FIELD PEAS,2016,35.69850327408793
BOISSEVAIN-MORTON,FIELD PEAS,2020,66.68648648648649
BOISSEVAIN-MORTON,FIELD PEAS,2021,41.321472392638036
BOISSEVAIN-MORTON,FIELD PEAS,2022,52.7
BOISSEVAIN-MORTON,FIELD PEAS,2023,64.6
BOISSEVAIN-MORTON,OATS,2004,110.6
BOISSEVAIN-MORTON,OATS,2005,71.275941339675
BOISSEVAIN-MORTON,OATS,2006,58.983431320149656
BOISSEVAIN-MORTON,OATS,2007,104.73566862694962
BOISSEVAIN-MORTON,OATS,2008,122.80656546489563
BOISSEVAIN-MORTON,OATS,2009,160.4
BOISSEVAIN-MORTON,OATS,2010,106.9
BOISSEVAIN-MORTON,OATS,2011,84.0
BOISSEVAIN-MORTON,OATS,2012,75.8
BOISSEVAIN-MORTON,OATS,2013,107.46247700797058
BOISSEVAIN-MORTON,OATS,2014,89.0
BOISSEVAIN-MORTON,OATS,2015,91.62287449392713
BOISSEVAIN-MORTON,OATS,2016,146.9
BOISSEVAIN-MORTON,OATS,2017,149.81698942229454
BOISSEVAIN-MORTON,OATS,2018,127.3389952497481
BOISSEVAIN-MORTON,OATS,2019,122.37739171822943
BOISSEVAIN-MORTON,OATS,2020,119.63177950146847
BOISSEVAIN-MORTON,OATS,2021,90.4685197985583
BOISSEVAIN-MORTON,OATS,2022,125.15323845718444
BOISSEVAIN-MORTON,OATS,2023,119.0
BOISSEVAIN-MORTON,RED SPRING WHEAT,2004,47.50503124118791
BOISSEVAIN-MORTON,RED SPRING WHEAT,2005,37.36834914820068
BOISSEVAIN-MORTON,RED SPRING WHEAT,2006,39.298660067331056
BOISSEVAIN-MORTON,RED SPRING WHEAT,2007,38.68752199290642
BOISSEVAIN-MORTON,RED SPRING WHEAT,2008,50.925552638487794
BOISSEVAIN-MORTON,RED SPRING WHEAT,2009,61.103321449108684
BOISSEVAIN-MORTON,RED SPRING WHEAT,2010,44.042839643137796
BOISSEVAIN-MORTON,RED SPRING WHEAT,2011,32.71789968965862
BOISSEVAIN-MORTON,RED SPRING WHEAT,2012,48.84728664715155
BOISSEVAIN-MORTON,RED SPRING WHEAT,2013,62.195474346563415
BOISSEVAIN-MORTON,RED SPRING WHEAT,2014,51.38040130233966
BOISSEVAIN-MORTON,RED SPRING WHEAT,2015,54.696939308968204
BOISSEVAIN-MORTON,RED SPRING WHEAT,2016,57.28120298203998
BOISSEVAIN-MORTON,RED SPRING WHEAT,2017,66.53668920449032
BOISSEVAIN-MORTON,RED SPRING WHEAT,2018,70.34459687123947
BOISSEVAIN-MORTON,RED SPRING WHEAT,2019,61.7532726162343
BOISSEVAIN-MORTON,RED SPRING WHEAT,2020,71.5267625173414
BOISSEVAIN-MORTON,RED SPRING WHEAT,2021,51.87547010945832
BOISSEVAIN-MORTON,RED SPRING WHEAT,2022,64.23733752197596
BOISSEVAIN-MORTON,RED SPRING WHEAT,2023,69.89651113467656
BRENDA-WASKADA,ARGENTINE CANOLA,2004,28.146959107806694
BRENDA-WASKADA,ARGENTINE CANOLA,2005,21.946968847601504
BRENDA-WASKADA,ARGENTINE CANOLA,2006,29.36803759041233
BRENDA-WASKADA,ARGENTINE CANOLA,2007,28.793402096295985
BRENDA-WASKADA,ARGENTINE CANOLA,2008,34.049613392661755
BRENDA-WASKADA,ARGENTINE CANOLA,2009,42.68180259033651
BRENDA-WASKADA,ARGENTINE CANOLA,2010,33.58182984580213
BRENDA-WASKADA,ARGENTINE CANOLA,2011,23.27893574583274
BRENDA-WASKADA,ARGENTINE CANOLA,2012,27.864284950262064
BRENDA-WASKADA,ARGENTINE CANOLA,2013,41.56223502506817
BRENDA-WASKADA,ARGENTINE CANOLA,2014,31.37315380883066
BRENDA-WASKADA,ARGENTINE CANOLA,2015,36.62336246786632
BRENDA-WASKADA,ARGENTINE CANOLA,2016,38.73242202179632
BRENDA-WASKADA,ARGENTINE CANOLA,2017,45.133814837319775
BRENDA-WASKADA,ARGENTINE CANOLA,2018,41.81747155947058
BRENDA-WASKADA,ARGENTINE CANOLA,2019,37.93707973317813
BRENDA-WASKADA,ARGENTINE CANOLA,2020,46.65268607649757
BRENDA-WASKADA,ARGENTINE CANOLA,2021,35.174539126211634
BRENDA-WASKADA,ARGENTINE CANOLA,2022,43.69537972085386
BRENDA-WASKADA,ARGENTINE CANOLA,2023,42.26532383449749
BRENDA-WASKADA,BARLEY,2004,63.56530108080288
BRENDA-WASKADA,BARLEY,2005,37.92753726046841
BRENDA-WASKADA,BARLEY,2006,49.6855922265036
BRENDA-WASKADA,BARLEY,2007,60.03551089918256
BRENDA-WASKADA,BARLEY,2008,55.774943698390196
BRENDA-WASKADA,BARLEY,2009,81.0795858530328
BRENDA-WASKADA,BARLEY,2010,52.62229146013313
BRENDA-WASKADA,BARLEY,2011,15.0
BRENDA-WASKADA,BARLEY,2012,57.43834674279781
BRENDA-WASKADA,BARLEY,2013,74.94056869980464
BRENDA-WASKADA,BARLEY,2015,48.1
BRENDA-WASKADA,BARLEY,2016,80.21732101616628
BRENDA-WASKADA,BARLEY,2017,81.5
BRENDA-WASKADA,BARLEY,2018,76.5
BRENDA-WASKADA,BARLEY,2019,78.35160075329567
BRENDA-WASKADA,BARLEY,2020,91.6
BRENDA-WASKADA,BARLEY,2021,65.35457271364318
BRENDA-WASKADA,BARLEY,2022,70.17009063444108
BRENDA-WASKADA,BARLEY,2023,57.920656439529075
BRENDA-WASKADA,FIELD PEAS,2004,50.599864235841736
BRENDA-WASKADA,FIELD PEAS,2005,21.610318207493883
BRENDA-WASKADA,FIELD PEAS,2006,35.903440366972475
BRENDA-WASKADA,FIELD PEAS,2007,51.396961982348955
BRENDA-WASKADA,FIELD PEAS,2008,35.982396788990826
BRENDA-WASKADA,FIELD PEAS,2009,52.22600271923862
BRENDA-WASKADA,FIELD PEAS,2010,37.94948061448427
BRENDA-WASKADA,FIELD PEAS,2012,43.4
BRENDA-WASKADA,FIELD PEAS,2015,43.32101372756072
BRENDA-WASKADA,FIELD PEAS,2016,46.5
BRENDA-WASKADA,FIELD PEAS,2017,42.6
